cod_tuss,desc_procediemento,rol_ans,subgrupo,grupo,capitulo
40324079,"HIV1/2, anticorpos (teste rápido)",TESTE RÁPIDO PARA DETECÇÃO DE HIV EM GESTANTE,MICROBIOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324087,"Imunoglobulina M, dosagem no líquor",---,---,---,---
40324095,"LKM, pesquisa de anticorpos por Western Blot",---,---,---,---
40324109,"Norovirus, pesquisa",---,---,---,---
40324117,"Profilagrina, anticorpos IgG",---,---,---,---
40324125,"Proteinase 3, anticorpo","PROTEINASE 3, ANTICORPO",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324133,Quantiferon tb gold test,---,---,---,---
40324141,"SP 100/PML, anticorpo IgG",---,---,---,---
40324150,"Neuronal nuclear IgG, anticorpos, soro",---,---,---,---
40324168,"Complemento C1 R, pesquisa e/ou dosagem",---,---,---,---
40324176,"Chikungunya, anticorpos","CHIKUNGUNYA, ANTICORPOS",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324184,"Gangliosídeo 4, anticorpos",---,---,---,---
40324192,"Antígeno NS1 do vírus da dengue, pesquisa","ANTÍGENO NS1 DO VÍRUS DA DENGUE, PESQUISA",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324206,Antígenos de histocompatibilidade (séries A ou B),---,---,---,---
40324214,Anticorpos contra canal de potássio regulado por voltagem,---,---,---,---
40324222,"Fosfatidilserina, anticorpos IgG",---,---,---,---
40324230,"Fosfatidilserina, anticorpos IgM",---,---,---,---
40324249,"Fosfatidilserina, anticorpos IgA",---,---,---,---
40324257,"HU (anti neurônio), anticorpos",---,---,---,---
40324265,"Cadeias leves livres Kappa/Lambda, dosagem, sangue","CADEIAS LEVES LIVRES KAPPA/LAMBDA, DOSAGEM, SANGUE",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324273,"Cadeias leves livres Kappa/Lambda, dosagem, líquor",---,---,---,---
40324290,"Chlamydia pneumoniae, anticorpos, IgA",---,---,---,---
40324303,CTX interligadores C terminais,---,---,---,---
40324311,"Profilagrina, anticorpos, soro",---,---,---,---
40324320,"Filagrina, anticorpos, soro",---,---,---,---
40324338,"Glicoproteína Beta 2, anticorpos, IgG",---,---,---,---
40324346,"Glicoproteína Beta 2, anticorpos, IgM",---,---,---,---
40324354,"Glicoproteína Beta 2, anticorpos, IgA",---,---,---,---
40324362,Hepatite E - anticorpos IgG,HEPATITE E - IGG/IGM,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324370,"Hepatite E - anticorpos, IgM",HEPATITE E - IGG/IGM,IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324389,"HLA-DQ, teste de histocompatibilidade de alta resolução, sangue total","TIPAGEM HLA, LOCI DR E DQ, MÉTODOS MOLECULARES DE ALTA RESOLUÇÃO (TIPAGEM DO RECEPTOR E DOS CANDIDATOS A DOADOR)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324397,"Imunoglobulina G, líquor",---,---,---,---
40324400,"Mitocôndria, pesquisa de anticorpos por Western Blot, soro",---,---,---,---
40324419,"Saccharomyces cerevisiae (ASCA), anticorpos, IgA",---,---,---,---
40324427,"Saccharomyces cerevisiae (ASCA), anticorpos, IgG",---,---,---,---
40324435,"Receptor insulina, anticorpos",---,---,---,---
40324443,"Rotavírus, anticorpos",---,---,---,---
40324451,"Antígeno HTLV III (HIV), EIE",---,---,---,---
40324460,"Estreptococus A, sorologia",---,---,---,---
40324478,"Imunoglobulina A, dosagem no líquor",---,---,---,---
40324486,"Trichinella Spiralis, anticorpos",---,---,---,---
40324494,"RNA Polimerase III, anticorpos",---,---,---,---
40324508,"Mycobacterium Tuberculosis, IgM, anticorpos",---,---,---,---
40324516,"Células Sesary, pesquisa",---,---,---,---
40324524,Determinação de Apoptose,---,---,---,---
40324532,"Tiroxina Fostase (IA2), anticorpos",---,---,---,---
40324559,"Dengue, anticorpos IgG, soro (teste rápido)","DENGUE, ANTICORPOS IGG, SORO (TESTE RÁPIDO)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324567,"Dengue, anticorpos IgM, soro (teste rápido)","DENGUE, ANTICORPOS IGM, SORO (TESTE RÁPIDO)",IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324575,"Ehrlichia chaffeensis, sorologia para",---,---,---,---
40324583,"Toxina butoliníca A, anticorpo",---,---,---,---
40324591,Vírus Zika - IgG,VÍRUS ZIKA - IGG (COM DIRETRIZ DE UTILIZAÇÃO),IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
40324605,Vírus Zika – IgM,VÍRUS ZIKA - IGM (COM DIRETRIZ DE UTILIZAÇÃO),IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
40324648,Ensaio para dosagem da liberação de interferon gama,ENSAIO PARA DOSAGEM DA LIBERAÇÃO DE INTERFERON GAMA  (COM DIRETRIZ DE UTILIZAÇÃO),IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40324770,"SARS-CoV-2 (Coronavírus COVID-19), pesquisa de anticorpos IgA, IgG ou IgM (cada par)",---,---,---,---
40324788,"SARS-CoV-2 (Coronavírus COVID-19), pesquisa de anticorpos IgA, IgG ou IgM, isolada por classe de imunoglobulina,",SARS-COV-2 (CORONAVÍRUS COVID-19) - PESQUISA DE ANTICORPOS IGG OU ANTICORPOS TOTAIS (COM DIRETRIZ DE UTILIZAÇÃO),IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
40324796,"SARS-CoV-2 (Coronavírus COVID-19), pesquisa de anticorpos totais (IgA, IgG, IgM),",SARS-COV-2 (CORONAVÍRUS COVID-19) - PESQUISA DE ANTICORPOS IGG OU ANTICORPOS TOTAIS (COM DIRETRIZ DE UTILIZAÇÃO),IMUNOLOGIA,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS 
40401014,Transfusão (ato médico ambulatorial ou hospitalar),TRANSFUSÃO AMBULATORIAL,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40401014,Transfusão (ato médico ambulatorial ou hospitalar),TRANSFUSÃO HOSPITALAR,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40401022,Transfusão (ato médico de acompanhamento),TRANSFUSÃO AMBULATORIAL,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40401022,Transfusão (ato médico de acompanhamento),TRANSFUSÃO HOSPITALAR,TRANSFUSÃO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402010,Material descartável (kit) e soluções para utilização de processadora automática de sangue / auto transfusão intra-operatória,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PROCESSADORA AUTOMÁTICA (AFÉRESE TERAPÊUTICA),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40402010,Material descartável (kit) e soluções para utilização de processadora automática de sangue / auto transfusão intra-operatória,PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402029,Material descartável (kit) e soluções para utilização de processadora automática de sangue/aférese,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PROCESSADORA AUTOMÁTICA (AFÉRESE TERAPÊUTICA),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40402029,Material descartável (kit) e soluções para utilização de processadora automática de sangue/aférese,PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402037,Sangria terapêutica,SANGRIA TERAPÊUTICA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402045,Unidade de concentrado de hemácias,UNIDADE DE CONCENTRADO DE HEMÁCIAS,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402053,Unidade de concentrado de hemácias lavadas,UNIDADE DE CONCENTRADO DE HEMÁCIAS LAVADAS,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402061,Unidade de concentrado de plaquetas por aférese,UNIDADE DE CONCENTRADO DE PLAQUETAS POR AFÉRESE,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402070,Unidade de concentrado de plaquetas randômicas,UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO),PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402088,Unidade de crioprecipitado de fator anti-hemofílico,UNIDADE DE CRIOPRECIPITADO,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402096,Unidade de plasma,UNIDADE DE PLASMA FRESCO CONGELADO,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402100,Unidade de sangue total,SANGUE TOTAL RECONSTITUÍDO PARA EXSANGUÍNEO-TRANSFUSÃO,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402118,Deleucotização de unidade de concentrado de hemácias - por unidade,UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCODEPLETADA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402118,Deleucotização de unidade de concentrado de hemácias - por unidade,UNIDADE DE CONCENTRADO DE HEMÁCIAS LEUCORREDUZIDA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402126,Deleucotização de unidade de concentrado de plaquetas - até 6 unidades,UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402126,Deleucotização de unidade de concentrado de plaquetas - até 6 unidades,UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402134,Irradiação de componentes hemoterápicos,"UNIDADE DE COMPONENTES SANGÜÍNEOS (CONCENTRADO DE HEMÁCIAS, PLAQUETAS OU GRANULÓCITOS) IRRADIADA",PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402142,Deleucotização de unidade de concentrado de plaquetas - entre 7 e 12 unidades,UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCODEPLETADA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402142,Deleucotização de unidade de concentrado de plaquetas - entre 7 e 12 unidades,UNIDADE DE CONCENTRADO DE PLAQUETAS LEUCORREDUZIDA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402150,Unidade de concentrado de granulócitos,UNIDADE DE CONCENTRADO DE GRANULÓCITOS,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402169,Unidade de concentrado de plaquetas (dupla centrifugação),UNIDADE DE CONCENTRADO DE PLAQUETAS (DUPLA CENTRIFUGAÇÃO),PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40402177,Concentrado de hemácias CMV negativos,---,---,---,---
40403017,Acompanhamento hospitalar/dia do transplante de medula óssea por médico hematologista e/ou hemoterapeuta,ACOMPANHAMENTO CLÍNICO AMBULATORIAL PÓS-TRANSPLANTE DE MEDULA ÓSSEA,AVALIAÇÕES/ACOMPANHAMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAIS E HOSPITALARES
40403017,Acompanhamento hospitalar/dia do transplante de medula óssea por médico hematologista e/ou hemoterapeuta,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403017,Acompanhamento hospitalar/dia do transplante de medula óssea por médico hematologista e/ou hemoterapeuta,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403025,Anticorpos eritrocitários naturais e imunes - titulagem,"PESQUISA QUALITATIVA E QUANTITATIVA DE ANTICORPOS ANTIERITROCITÁRIOS NATURAIS E IRREGULARES (ELUIÇÃO, A FRIO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403033,Aplicação de medula óssea ou células tronco,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403033,Aplicação de medula óssea ou células tronco,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403041,Coleta de células tronco de sangue de cordão umbilical para transplante de medula óssea,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403050,Coleta de células tronco por processadora automática para transplante de medula óssea,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PROCESSADORA AUTOMÁTICA (AFÉRESE TERAPÊUTICA),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403050,Coleta de células tronco por processadora automática para transplante de medula óssea,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403050,Coleta de células tronco por processadora automática para transplante de medula óssea,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403068,Coleta de biópsia de medula óssea por agulha,BIÓPSIA DE MEDULA ÓSSEA,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403076,Coleta de medula óssea para transplante,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PUNÇÃO MEDULAR ASPIRATIVA DIRETA,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403076,Coleta de medula óssea para transplante,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403076,Coleta de medula óssea para transplante,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403084,"Determinação de células CD34, CD45 positivas - Citômetro de Fluxo",QUANTIFICAÇÃO DE CÉLULAS CD34 POSITIVAS,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403084,"Determinação de células CD34, CD45 positivas - Citômetro de Fluxo",TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403084,"Determinação de células CD34, CD45 positivas - Citômetro de Fluxo",TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
40403092,Determinação de conteúdo de DNA - Citômetro de Fluxo,ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403106,Eletroforese de hemoglobina por componente hemoterápico,DETECÇÃO DE HEMOGLOBINAS ANORMAIS (INVESTIGAÇÃO DE HEMOGLOBINA S E DE OUTRAS HEMOGLOBINAS ANORMAIS NO DOADOR DE SANGUE),EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403122,Exsanguíneo transfusão,EXSANGUÍNEO TRANSFUSÃO,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403130,Fenotipagem de outros sistemas eritrocitários - por fenótipo,FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403149,Fenotipagem de outros sistemas eritrocitários - por fenótipo - gel teste,FENOTIPAGEM DE OUTROS SISTEMAS ERITROCITÁRIOS,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403157,"Fenotipagem do sistema RH-HR (D, C, E, C E C) gel teste",FENOTIPAGEM DO SISTEMA RH-HR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403165,"Fenotipagem do sistema RH-HR (D, C, E, C, E)",FENOTIPAGEM DO SISTEMA RH-HR,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403173,Grupo sanguíneo ABO e RH - pesquisa,"GRUPO SANGUÍNEO ABO, E FATOR Rho (INCLUI Du)",HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403181,Grupo sanguíneo ABO e RH - gel teste - pesquisa,"GRUPO SANGUÍNEO ABO, E FATOR Rho (INCLUI Du)",HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403190,Identificação de anticorpos séricos irregulares antieritrocitários - método de eluição,"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403203,Identificação de anticorpos séricos irregulares antieritrocitários - painel de hemácias enzimático,"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403211,Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias,"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403220,Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias tratadas por enzimas,"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403238,Identificação de anticorpos séricos irregulares antieritrocitários com painel de hemácias - gel liss,"IDENTIFICAÇÃO DE ANTICORPOS SÉRICOS IRREGULARES ANTIERITROCITÁRIOS C/ PAINEL DE HEMÁCIAS, INCLUI TRATAMENTO ENZIMÁTICO (ELUIÇÃO E GEL)",EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403246,Imunofenotipagem de subpopulações linfocitárias - Citômetro de Fluxo,IMUNOFENOTIPAGEM DE SUBPOPULAÇÕES LINFOCITÁRIAS - CITOMETRIA DE FLUXO,HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403254,Imunofenotipagem para classificação de leucemias - Citômetro de Fluxo,"IMUNOFENOTIPAGEM PARA LEUCEMIAS AGUDAS E CRÔNICAS, SINDROME MIELODISPLÁSICA E TRANSTORNOS MIELOPROLIFERATIVOS",HEMATOLOGIA LABORATORIAL,PROCEDIMENTOS LABORATORIAIS,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403262,NAT/HCV por componente hemoterápico - pesquisa e/ou dosagem,"Conforme Resolução da Diretoria Colegiada Anvisa - RDC Nº 51, de 07 de novembro de 2013 que   altera a Resolução - RDC nº 57, de 16 de dezembro de 2010 e Portaria MS/GM nº 2.712, de 12/11/2013",---,---,---
40403289,NAT/HIV por componente hemoterápico - pesquisa e/ou dosagem,"Conforme Resolução da Diretoria Colegiada Anvisa - RDC Nº 51, de 07 de novembro de 2013 que   altera a Resolução - RDC nº 57, de 16 de dezembro de 2010 e Portaria MS/GM nº 2.712, de 12/11/2013",---,---,---
40403300,Operação de processadora automática de sangue em aférese,AFÉRESE TERAPÊUTICA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403300,Operação de processadora automática de sangue em aférese,DOAÇÃO DE COMPONENTES POR AFÉRESE,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403300,Operação de processadora automática de sangue em aférese,PLASMAFÉRESE TERAPÊUTICA - INCLUI CITAFÉRESE/HEMAFÉRESE TERAPÊUTICA,PROCESSAMENTO,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
40403319,Operação de processadora automática de sangue em autotransfusão intra-operatória,DOAÇÃO AUTÓLOGA COM RECUPERAÇÃO INTRA-OPERATÓRIA,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
